job_id,job_title,job_url,location,job_type,business_unit,publish_time,page,card_text,snapshot_time,department,experience,education,responsibilities,requirements,tags,full_text
57,AI视觉创意师,#/job/57f2ed31-ae52-4f5e-a796-4f6f9096e9f5,苏州,设计,完美世界游戏,2026-03-11,1,AI视觉创意师 发布于 2026-03-11 全职 全职 | 美术设计类 美术设计类 | 本科 本科 | 江苏·苏州市 江苏·苏州市 完美世界游戏 岗位职责1. 镜头设计与叙事转化：根据剧本或创意文案，独立完成动画镜头设计，将文字脚本转化为具有视觉表现力的AI分镜图，确保镜头语言符合叙事逻辑和情感表达。2. 视觉基调与效果把控：负责为关键镜头制作Color Key（色彩基调图）及特效参考图，从光影、色彩、氛围等维度把控画面的整体视觉风格。3. 概念设计与美术设定：根据项目需求，利用AI工具创作场景概念图、角色设计图及道具设定，为项目提供前期美术方向的视觉参考。4. AI工具应用与全流程创作：熟练运用前沿AI工具完成图像生成、视频制作及后期合成，深度参与AIGC短片的全流程生产。5. 生产管线设计与优化：设计并优化AI美术生产管线，实现AI生成流程与传统美术流程的无缝衔接，提升团队整体创作效率与输出质量。6. 行业趋势追踪：密切关注AI行业动态（如OpenAI、Stability AI、国内即梦、可灵等平台的最新发布），快速学习并引入新技术，保持内容制作的领先性。7. 艺术质量把控：凭借较高的艺术审美和丰富的镜头语言知识，对AI生成内容进行筛选、优化和二次创作，确保最终成片达到电影级质感。 【任职要求】1. 硬性技能要求：o 图像生成：熟练掌握Midjourney、Stable Diffusion（包含ComfyUI工作流以及ControlNet、LoRA、Flux、Kontext等控图模块），可把控风格与系列生成能力。o 视频生成：熟练使用Runway、Veo3、可灵、即梦、海螺、Pika等图生视频模型及工具。o 配音配乐：了解Suno、Udio等音乐AI工具，能配合画面情绪使配音与配乐完美融合。o 本地部署与模型训练：具备本地API部署能力，能够搭建和配置Stable Diffusion等AI模型的本地服务环境；有大模型训练/微调/部署项目经验（开源或私有模型均可），熟悉模型优化与私有化部署。o 后期与3D工具：熟练使用Photoshop、Premiere、After Effects、Blender、Unreal Engine等工具；熟练掌握CapCut/剪映专业版等视频编辑工具，具备基础的后期剪辑能力。o 学习能力：具备良好的沟通能力和学习能力，能够快速适应AI技术的快速迭代。2. 专业背景：影视制作、动画、数字媒体艺术、广告学等相关专业毕业者优先。3. 视觉审美：具备优秀的艺术审美能力，对构图、色彩、光影有深刻理解；简历需附带个人视觉作品集（请勿只放链接，需提供可直接浏览的文件或密码）。4. 镜头语言：熟悉视听语言，理解景别、运镜、蒙太奇在叙事中的作用。【加分项】· 二次元/ACG文化：对二次元文化有深刻理解，熟悉日系画风、番剧镜头表现，能够利用AI生成具有“二次元味”的高质量内容。· 美术功底：有扎实的传统美术功底，能够手绘草图辅助AI生成。· 执行导演经验：有传统CG执行导演经验，熟悉影视工业流程。· AIGC创作获奖：有AIGC内容创作相关获奖经历或行业影响力作品。· 后期精修能力：熟练使用DaVinci Resolve（达芬奇）进行专业调色，或精通After Effects复杂特效制作。 岗位职责 1. 镜头设计与叙事转化：根据剧本或创意文案，独立完成动画镜头设计，将文字脚本转化为具有视觉表现力的AI分镜图，确保镜头语言符合叙事逻辑和情感表达。 2. 视觉基调与效果把控：负责为关键镜头制作Color Key（色彩基调图）及特效参考图，从光影、色彩、氛围等维度把控画面的整体视觉风格。 3. 概念设计与美术设定：根据项目需求，利用AI工具创作场景概念图、角色设计图及道具设定，为项目提供前期美术方向的视觉参考。 4. AI工具应用与全流程创作：熟练运用前沿AI工具完成图像生成、视频制作及后期合成，深度参与AIGC短片的全流程生产。 5. 生产管线设计与优化：设计并优化AI美术生产管线，实现AI生成流程与传统美术流程的无缝衔接，提升团队整体创作效率与输出质量。 6. 行业趋势追踪：密切关注AI行业动态（如OpenAI、Stability AI、国内即梦、可灵等平台的最新发布），快速学习并引入新技术，保持内容制作的领先性。 7. 艺术质量把控：凭借较高的艺术审美和丰富的镜头语言知识，对AI生成内容进行筛选、优化和二次创作，确保最终成片达到电影级质感。 【任职要求】 1. 硬性技能要求： o 图像生成：熟练掌握Midjourney、Stable Diffusion（包含ComfyUI工作流以及ControlNet、LoRA、Flux、Kontext等控图模块），可把控风格与系列生成能力。 o 视频生成：熟练使用Runway、Veo3、可灵、即梦、海螺、Pika等图生视频模型及工具。 o 配音配乐：了解Suno、Udio等音乐AI工具，能配合画面情绪使配音与配乐完美融合。 o 本地部署与模型训练：具备本地API部署能力，能够搭建和配置Stable Diffusion等AI模型的本地服务环境；有大模型训练/微调/部署项目经验（开源或私有模型均可），熟悉模型优化与私有化部署。 o 后期与3D工具：熟练使用Photoshop、Premiere、After Effects、Blender、Unreal Engine等工具；熟练掌握CapCut/剪映专业版等视频编辑工具，具备基础的后期剪辑能力。 o 学习能力：具备良好的沟通能力和学习能力，能够快速适应AI技术的快速迭代。 2. 专业背景：影视制作、动画、数字媒体艺术、广告学等相关专业毕业者优先。 3. 视觉审美：具备优秀的艺术审美能力，对构图、色彩、光影有深刻理解；简历需附带个人视觉作品集（请勿只放链接，需提供可直接浏览的文件或密码）。 4. 镜头语言：熟悉视听语言，理解景别、运镜、蒙太奇在叙事中的作用。 【加分项】 · 二次元/ACG文化：对二次元文化有深刻理解，熟悉日系画风、番剧镜头表现，能够利用AI生成具有“二次元味”的高质量内容。 · 美术功底：有扎实的传统美术功底，能够手绘草图辅助AI生成。 · 执行导演经验：有传统CG执行导演经验，熟悉影视工业流程。 · AIGC创作获奖：有AIGC内容创作相关获奖经历或行业影响力作品。 · 后期精修能力：熟练使用DaVinci Resolve（达芬奇）进行专业调色，或精通After Effects复杂特效制作。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/57f2ed31-ae52-4f5e-a796-4f6f9096e9f5"", waiting until ""domcontentloaded""
"
,游戏动作设计师（诛仙世界）,#/job/f7ac9aee-351b-4e59-864b-94e529757360,北京,设计,完美世界游戏,2026-03-11,1,游戏动作设计师（诛仙世界） 发布于 2026-03-11 全职 全职 | 美术设计类 美术设计类 | 北京市 北京市 完美世界游戏 岗位职责：1.负责游戏3D角色动作设计和输出。2.负责游戏中各类角色的骨骼、面部绑定，保证角色动作整体符合游戏风格与技术规范要求。3.配合项目优化动作、打击感体验，优化并确定风格方向，输出动作设计模版和规范。4.与特效程序完成最终输出动作及性能优化。岗位要求：1. 关注游戏体验，结合本岗位工作配合产品改进游戏体验；2.熟悉运动规律，能较好的设计并制作出自然、流畅、合理的动作；3.3年及以上游戏动作工作经验，有镜头感，对动作和关键帧有深刻的认识；4.对人物、动物、机械等骨骼设置熟悉，合理进行蒙皮制作，对于骨骼优化及动作上的细节体现有一定的主动意识。 岗位职责： 1.负责游戏3D角色动作设计和输出。 2.负责游戏中各类角色的骨骼、面部绑定，保证角色动作整体符合游戏风格与技术规范要求。 3.配合项目优化动作、打击感体验，优化并确定风格方向，输出动作设计模版和规范。 4.与特效程序完成最终输出动作及性能优化。 岗位要求： 1. 关注游戏体验，结合本岗位工作配合产品改进游戏体验； 2.熟悉运动规律，能较好的设计并制作出自然、流畅、合理的动作； 3.3年及以上游戏动作工作经验，有镜头感，对动作和关键帧有深刻的认识； 4.对人物、动物、机械等骨骼设置熟悉，合理进行蒙皮制作，对于骨骼优化及动作上的细节体现有一定的主动意识。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/f7ac9aee-351b-4e59-864b-94e529757360"", waiting until ""domcontentloaded""
"
4,视频设计实习生,#/job/4a492506-bc93-4819-9649-0f2257ac2682,北京,策划,完美世界游戏,2026-03-10,1,视频设计实习生 发布于 2026-03-10 全职 全职 | 美术设计类 美术设计类 | 北京市 北京市 完美世界游戏 Base：北京岗位职责： 1. 负责二次元游戏全球视频广告的制作，包括脚本创意、视频剪辑、后期包装，确保最终成片质量 ；2. 负责视频结构、创意节奏、视听语言的整体把控，确保视频表现力 ；3. 定期收集国内外游戏广告宣传相关信息，并整理分享 ；4. 了解各媒体平台调性，至少熟悉一个视频媒体平台 ；岗位要求： 1. 本科以上学历，有视频剪辑、策划、自媒体经验者优先 ；2. 热爱游戏！对游戏各种新闻话题有敏感度，对二次元游戏宣传推广有一定认知 ；3. 熟练使用 PR、AE 视频制作软件，具备一定构图、运镜、转场、美感知识 ；4. 学习主动性强，善于沟通，有良好的工作态度及创新意识，富有创作热情 ；5. 有虚幻引擎和 AI 视频工具使用经验者优先 ；6. 投递简历时，请附上个人作品。 Base：北京 岗位职责： 1. 负责二次元游戏全球视频广告的制作，包括脚本创意、视频剪辑、后期包装，确保最终成片质量 ； 2. 负责视频结构、创意节奏、视听语言的整体把控，确保视频表现力 ； 3. 定期收集国内外游戏广告宣传相关信息，并整理分享 ； 4. 了解各媒体平台调性，至少熟悉一个视频媒体平台 ； 岗位要求： 1. 本科以上学历，有视频剪辑、策划、自媒体经验者优先 ； 2. 热爱游戏！对游戏各种新闻话题有敏感度，对二次元游戏宣传推广有一定认知 ； 3. 熟练使用 PR、AE 视频制作软件，具备一定构图、运镜、转场、美感知识 ； 4. 学习主动性强，善于沟通，有良好的工作态度及创新意识，富有创作热情 ； 5. 有虚幻引擎和 AI 视频工具使用经验者优先 ； 6. 投递简历时，请附上个人作品。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/4a492506-bc93-4819-9649-0f2257ac2682"", waiting until ""domcontentloaded""
"
35614176,UE/交互设计师（游戏）,#/job/35614176-fbe3-4178-9d0f-c60e5274c28a,广州,研发,完美世界游戏,2026-03-10,1,UE/交互设计师（游戏） 发布于 2026-03-10 全职 全职 | 美术设计类 美术设计类 | 广东·广州市 广东·广州市 完美世界游戏 岗位职责1. 负责项目早期交互框架的搭建，根据游戏世界观和玩法核心，设计符合游戏体验的交互系统；2. 配合UI设计师完成部分界面的UI设计，确保交互方案在视觉层面的准确落地；3. 输出交互文档、流程图、高保真原型，清晰表达设计方案，推动策划、程序、美术的高效协作；4. 关注用户测试与数据反馈，持续优化界面易用性与体验细节，提升游戏整体品质；5. 参与项目早期的创意讨论，从交互视角为美术表现、动画效果、游戏氛围提供专业建议。任职资格1. 本科及以上学历，交互设计、工业设计、数字媒体艺术、人机交互等相关专业，具备良好的审美和逻辑能力；2. 三年以上游戏交互设计经验，有完整参与已上线游戏项目经验者优先；有二次元或模拟经营类游戏项目经验者优先；3. 熟悉游戏研发全流程，能独立完成从需求分析、原型设计到落地的闭环工作；4. 熟练掌握 Figma、Sketch、Axure 等交互设计工具，能独立完成界面拼接或轻量UI设计（有UI设计能力者优先）；加分项· 有二次元或模拟经营类项目经验· 有UI设计/界面拼接经验· 有从0到1搭建项目交互体系的经验 岗位职责 1. 负责项目早期交互框架的搭建，根据游戏世界观和玩法核心，设计符合游戏体验的交互系统； 2. 配合UI设计师完成部分界面的UI设计，确保交互方案在视觉层面的准确落地； 3. 输出交互文档、流程图、高保真原型，清晰表达设计方案，推动策划、程序、美术的高效协作； 4. 关注用户测试与数据反馈，持续优化界面易用性与体验细节，提升游戏整体品质； 5. 参与项目早期的创意讨论，从交互视角为美术表现、动画效果、游戏氛围提供专业建议。 任职资格 1. 本科及以上学历，交互设计、工业设计、数字媒体艺术、人机交互等相关专业，具备良好的审美和逻辑能力； 2. 三年以上游戏交互设计经验，有完整参与已上线游戏项目经验者优先；有二次元或模拟经营类游戏项目经验者优先； 3. 熟悉游戏研发全流程，能独立完成从需求分析、原型设计到落地的闭环工作； 4. 熟练掌握 Figma、Sketch、Axure 等交互设计工具，能独立完成界面拼接或轻量UI设计（有UI设计能力者优先）； 加分项 · 有二次元或模拟经营类项目经验 · 有UI设计/界面拼接经验 · 有从0到1搭建项目交互体系的经验 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/35614176-fbe3-4178-9d0f-c60e5274c28a"", waiting until ""domcontentloaded""
"
,游戏战略研究,#/job/ce2cdfda-8d5b-428f-9637-a02eb3a5b994,北京,运营,完美世界游戏,2026-03-10,1,游戏战略研究 发布于 2026-03-10 全职 全职 | 产品&运营类 产品&运营类 | 本科 本科 | 北京市 北京市 完美世界游戏 岗位职责1、独立开展全球游戏行业宏观分析，完成年度 / 季度市场规模、收入结构、用户趋势等数据梳理、洞察提炼与正式报告撰写，为团队核心战略判断提供数据与结论支撑。2、深度参与全球重点区域市场研究（北美、欧洲、东南亚、中东等），分析区域用户偏好、政策监管、竞争格局与爆款产品逻辑，输出可落地的区域市场策略洞察。3、负责核心游戏品类专项研究（RPG、SLG、MMO、休闲等），跟踪玩法创新、版本迭代、商业化模式演进，形成结构化品类研究报告与趋势判断。4、主导 / 参与游戏行业专题研究，整合行业案例、用户反馈、竞品动态，提炼核心结论，预判行业发展趋势。持续跟踪热点产品、头部厂商及行业动态，定期输出高质量行业简报与信息摘要。5、配合团队完成战略规划、新品孵化、赛道评估等相关研究支持工作。任职要求1、本科及以上学历，经管、统计、传媒、社会学、传播学等相关专业优先。2、拥有 2-3 年游戏行业 / 互联网行业战略研究、行业分析、市场研究相关工作经验，有游戏研报输出、赛道分析经验者优先。3、热爱游戏行业，深度熟悉主流游戏品类与全球游戏市场，具备成熟的行业认知与分析框架。4、具备扎实的数据处理、信息搜集与逻辑分析能力，能熟练使用 Excel、PPT 完成数据可视化与专业报告撰写。5、具备较强的自驱力、执行力与团队协作能力，可独立高效完成研究课题与交付物。 岗位职责 1、独立开展全球游戏行业宏观分析，完成年度 / 季度市场规模、收入结构、用户趋势等数据梳理、洞察提炼与正式报告撰写，为团队核心战略判断提供数据与结论支撑。 2、深度参与全球重点区域市场研究（北美、欧洲、东南亚、中东等），分析区域用户偏好、政策监管、竞争格局与爆款产品逻辑，输出可落地的区域市场策略洞察。 3、负责核心游戏品类专项研究（RPG、SLG、MMO、休闲等），跟踪玩法创新、版本迭代、商业化模式演进，形成结构化品类研究报告与趋势判断。 4、主导 / 参与游戏行业专题研究，整合行业案例、用户反馈、竞品动态，提炼核心结论，预判行业发展趋势。 持续跟踪热点产品、头部厂商及行业动态，定期输出高质量行业简报与信息摘要。 5、配合团队完成战略规划、新品孵化、赛道评估等相关研究支持工作。 任职要求 1、本科及以上学历，经管、统计、传媒、社会学、传播学等相关专业优先。 2、拥有 2-3 年游戏行业 / 互联网行业战略研究、行业分析、市场研究相关工作经验，有游戏研报输出、赛道分析经验者优先。 3、热爱游戏行业，深度熟悉主流游戏品类与全球游戏市场，具备成熟的行业认知与分析框架。 4、具备扎实的数据处理、信息搜集与逻辑分析能力，能熟练使用 Excel、PPT 完成数据可视化与专业报告撰写。 5、具备较强的自驱力、执行力与团队协作能力，可独立高效完成研究课题与交付物。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/ce2cdfda-8d5b-428f-9637-a02eb3a5b994"", waiting until ""domcontentloaded""
"
,游戏开发工程师（客户端）,#/job/a3b46bff-fb75-4529-8cba-4782ff195f63,北京,测试,完美世界游戏,2026-03-10,1,游戏开发工程师（客户端） 发布于 2026-03-10 全职 全职 | 游戏程序类 游戏程序类 | 本科 本科 | 北京市 北京市 完美世界游戏 工作职责：1、功能开发与维护： 负责游戏客户端/服务器端功能模块的设计、编码与实现，并对现有游戏功能进行持续的优化与维护。2、跨部门协作： 与策划人员高效沟通，深入参与设计文档的评审与讨论，从技术角度识别潜在风险、规避设计漏洞，共同完成高质量的游戏玩法落地。3、项目推进： 对开发任务进行合理分解与评估，确保功能开发按时、高质量交付；主动跟进开发进度，保障项目迭代周期的可控性与稳定性。任职资格：1、经验要求： 1年以上游戏开发经验，经历过完整项目生命周期（开发-测试-上线运营-版本迭代）者优先。2、核心技能： 熟练掌握C/C++语言，深刻理解STL库特性并能熟练运用；具备良好的编码规范和代码风格。3、专业基础： 计算机基础知识扎实，精通算法与数据结构；深入理解面向对象编程思想，能够在实际开发中合理运用设计模式以提升代码的可维护性与扩展性。4、逻辑思维： 具备缜密的逻辑思维能力，能够快速理解复杂的游戏规则与交互逻辑，并能将其转化为清晰的技术实现方案。5、加分技能： 有Unity3D (U3D) 项目开发经验者优先。综合素质：1、具备强大的自驱力与主动性，对技术有好奇心和学习研究精神，不自我设限。2、拥有独立分析和解决问题的能力，能在关键时刻推动技术难题的攻克。 工作职责： 1、功能开发与维护： 负责游戏客户端/服务器端功能模块的设计、编码与实现，并对现有游戏功能进行持续的优化与维护。 2、跨部门协作： 与策划人员高效沟通，深入参与设计文档的评审与讨论，从技术角度识别潜在风险、规避设计漏洞，共同完成高质量的游戏玩法落地。 3、项目推进： 对开发任务进行合理分解与评估，确保功能开发按时、高质量交付；主动跟进开发进度，保障项目迭代周期的可控性与稳定性。 任职资格： 1、经验要求： 1年以上游戏开发经验，经历过完整项目生命周期（开发-测试-上线运营-版本迭代）者优先。 2、核心技能： 熟练掌握C/C++语言，深刻理解STL库特性并能熟练运用；具备良好的编码规范和代码风格。 3、专业基础： 计算机基础知识扎实，精通算法与数据结构；深入理解面向对象编程思想，能够在实际开发中合理运用设计模式以提升代码的可维护性与扩展性。 4、逻辑思维： 具备缜密的逻辑思维能力，能够快速理解复杂的游戏规则与交互逻辑，并能将其转化为清晰的技术实现方案。 5、加分技能： 有Unity3D (U3D) 项目开发经验者优先。 综合素质： 1、具备强大的自驱力与主动性，对技术有好奇心和学习研究精神，不自我设限。 2、拥有独立分析和解决问题的能力，能在关键时刻推动技术难题的攻克。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/a3b46bff-fb75-4529-8cba-4782ff195f63"", waiting until ""domcontentloaded""
"
6,财务BP,#/job/6c4cbfd5-69d2-4e78-8da0-9cc106681d02,北京,数据,完美世界游戏,2026-03-09,1,财务BP 发布于 2026-03-09 全职 全职 | 综合类 综合类 | 北京市 北京市 完美世界游戏 工作职责：1.业务支持：深度对接业务团队，快速响应需求并提供有反馈和支持，成为业务值得信赖的合作伙伴。2.预算管理：负责业务部门年度预算编制、政策制定及预算审核工作。实施滚动预测与动态调整，确保预算执行合理。3.经营分析：定期进行经营情况总结、分析、汇报。通过财务数据挖掘业务数据及经营层面识别关键问题，推动问题优化和解决；4.费用管理：保障费用使用的合规性和合理性，不断优化使用规范及费用控制；5.财务预警：根据业务经营计划，梳理各项业务活动目标及规划，形成过程管理指标，跟进、评估业务计划达成效果，定期分析差异并预警，促进业务发展；6.跨部门协同：作为财务与业务之间的桥梁，统筹协调各团队与总部的协作流程。任职要求：1.财务或者相关专业本科及以上学历，3-5年财务相关经验，2.喜欢游戏行业，具备事务所或BP岗位工作经验优先；3.具有良好的沟通协调能力，能有效推动跨团队、跨部门合作；4.责任心强，具备良好的团队协作能力和抗压能力具备较强的学习能力和业务理解能力，能快速上手工作，保障交付效率和质量。 工作职责： 1.业务支持：深度对接业务团队，快速响应需求并提供有反馈和支持，成为业务值得信赖的合作伙伴。 2.预算管理：负责业务部门年度预算编制、政策制定及预算审核工作。实施滚动预测与动态调整，确保预算执行合理。 3.经营分析：定期进行经营情况总结、分析、汇报。通过财务数据挖掘业务数据及经营层面识别关键问题，推动问题优化和解决； 4.费用管理：保障费用使用的合规性和合理性，不断优化使用规范及费用控制； 5.财务预警：根据业务经营计划，梳理各项业务活动目标及规划，形成过程管理指标，跟进、评估业务计划达成效果，定期分析差异并预警，促进业务发展； 6.跨部门协同：作为财务与业务之间的桥梁，统筹协调各团队与总部的协作流程。 任职要求： 1.财务或者相关专业本科及以上学历，3-5年财务相关经验， 2.喜欢游戏行业，具备事务所或BP岗位工作经验优先； 3.具有良好的沟通协调能力，能有效推动跨团队、跨部门合作； 4.责任心强，具备良好的团队协作能力和抗压能力 具备较强的学习能力和业务理解能力，能快速上手工作，保障交付效率和质量。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/6c4cbfd5-69d2-4e78-8da0-9cc106681d02"", waiting until ""domcontentloaded""
"
,服务器开发工程师,#/job/de7a8784-2578-43a3-8bc2-d737543ff0fa,成都,测试,完美世界游戏,2026-03-09,1,"服务器开发工程师 发布于 2026-03-09 全职 全职 | 游戏程序类 游戏程序类 | 本科 本科 | 四川·成都市 四川·成都市 完美世界游戏 岗位职责：1. 设计和开发游戏服务器端,包括服务器结构和逻辑,数据库结构,通信协议；2. 负责游戏服务器端各功能模块的设计及实施；3. 针对游戏开发的需求，设计并完成周边性能压力测试等；4. 参与后台系统架构设计、性能优化、服务健壮性保障。岗位要求：1. 熟悉golang编程语言，或精通c/c++；2. 熟悉linux操作系统，熟练掌握各种命令与操作；3. 熟悉mysql数据库并了解内部机制，并可进行数据库优化；4. 熟悉socket开发, 熟悉TCP/IP等网络协议和相关编程；5. 有大型游戏服务器开发经验；6. 有linux部署经验及线上问题的追踪处理能力。加分项：1. 使用golang开发大型MMO游戏服务器，并成功上线运营2. 有高负载、高并发开发设计经验3. 熟悉常见缓存服务，熟练各种存储系统 岗位职责：1. 设计和开发游戏服务器端,包括服务器结构和逻辑,数据库结构,通信协议；2. 负责游戏服务器端各功能模块的设计及实施；3. 针对游戏开发的需求，设计并完成周边性能压力测试等；4. 参与后台系统架构设计、性能优化、服务健壮性保障。岗位要求：1. 熟悉golang编程语言，或精通c/c++；2. 熟悉linux操作系统，熟练掌握各种命令与操作；3. 熟悉mysql数据库并了解内部机制，并可进行数据库优化；4. 熟悉socket开发, 熟悉TCP/IP等网络协议和相关编程；5. 有大型游戏服务器开发经验；6. 有linux部署经验及线上问题的追踪处理能力。加分项：1. 使用golang开发大型MMO游戏服务器，并成功上线运营2. 有高负载、高并发开发设计经验3. 熟悉常见缓存服务，熟练各种存储系统 立即投递",2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/de7a8784-2578-43a3-8bc2-d737543ff0fa"", waiting until ""domcontentloaded""
"
,游戏特效设计师,#/job/f604894c-02db-430e-a5a8-a7bdd8f3411d,北京,设计,完美世界游戏,2026-03-09,1,游戏特效设计师 发布于 2026-03-09 全职 全职 | 美术设计类 美术设计类 | 北京市 北京市 完美世界游戏 岗位职责：协助资深特效师完成职业技能、时装及场景等基础特效的制作与调试；学习并掌握唯美仙侠风格的特效表现手法，参与粒子系统、贴图动画的基础应用；配合团队在自研引擎中完成特效资源的导入、基础配置及效果优化；参与特效贴图的简单绘制与序列帧制作，积累特效设计经验。任职要求：动画、数字媒体艺术等相关专业优先；熟悉 3ds Max、Photoshop 基础操作，了解粒子系统或特效制作基本流程；对色彩、构图、节奏有基础审美，热爱特效设计，对唯美风格有向往；了解仙侠题材，熟悉《诛仙》IP或有端游体验者优先；具备良好的学习能力和团队协作意识，态度积极，乐于接受反馈与指导。 岗位职责： 协助资深特效师完成职业技能、时装及场景等基础特效的制作与调试； 学习并掌握唯美仙侠风格的特效表现手法，参与粒子系统、贴图动画的基础应用； 配合团队在自研引擎中完成特效资源的导入、基础配置及效果优化； 参与特效贴图的简单绘制与序列帧制作，积累特效设计经验。 任职要求： 动画、数字媒体艺术等相关专业优先； 熟悉 3ds Max、Photoshop 基础操作，了解粒子系统或特效制作基本流程； 对色彩、构图、节奏有基础审美，热爱特效设计，对唯美风格有向往； 了解仙侠题材，熟悉《诛仙》IP或有端游体验者优先； 具备良好的学习能力和团队协作意识，态度积极，乐于接受反馈与指导。 立即投递,2026-03-14 17:17:47,,,,,,,"[detail_parse_error] Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""#/job/f604894c-02db-430e-a5a8-a7bdd8f3411d"", waiting until ""domcontentloaded""
"
